Smry_Ctgry,State,Srvc_Ctgry,Prvdr_ID,Prvdr_Name,Prvdr_City,Prvdr_ZIP,Bene_Dstnct_Cnt,Tot_Epsd_Stay_Cnt,Tot_Srvc_Days,Bene_LE_7_Srvc_Days_Pct,Bene_LE_30_Srvc_Days_Pct,Bene_GE_60_Srvc_Days_Pct,Bene_GE_180_Srvc_Days_Pct,Tot_Chrg_Amt,Tot_Mdcr_Stdzd_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Outlier_Pymt_Amt,Tot_Alowd_Amt,Tot_Coinsrnc_Amt,Bene_MA_Pct,Bene_Dual_Pct,Bene_Rrl_Pct,Bene_Avg_Age,Bene_Male_Pct,Bene_Feml_Pct,Bene_Race_Wht_Pct,Bene_Race_Black_Pct,Bene_Race_API_Pct,Bene_Race_Hspnc_Pct,Bene_Race_Natind_Pct,Bene_Race_Othr_Pct,Bene_Avg_Risk_Scre,Bene_Avg_CC_Cnt,Bene_CC_AF_Pct,Bene_CC_Alzhmr_Pct,Bene_CC_Asthma_Pct,Bene_CC_Cncr_Pct,Bene_CC_CHF_Pct,Bene_CC_CKD_Pct,Bene_CC_COPD_Pct,Bene_CC_Dprssn_Pct,Bene_CC_Dbts_Pct,Bene_CC_Hyplpdma_Pct,Bene_CC_Hyprtnsn_Pct,Bene_CC_IHD_Pct,Bene_CC_Opo_Pct,Bene_CC_RAOA_Pct,Bene_CC_Sz_Pct,Bene_CC_Strok_Pct,Bene_Prmry_Dx_Cncr_Pct,Bene_Prmry_Dx_COPD_Pct,Bene_Prmry_Dx_Rsprtryfailr_Pct,Bene_Prmry_Dx_Dmnt_Pct,Bene_Prmry_Dx_Strok_Pct,Bene_Prmry_Dx_CHF_Pct,Bene_Prmry_Dx_Hyprtnsn_Pct,Bene_Prmry_Dx_Othrcrdvsclr_Pct,Bene_Prmry_Dx_Infctn_Pct,Bene_Prmry_Dx_Ortho_Pct,Bene_Prmry_Dx_Injury_Pct,Bene_Prmry_Dx_Mtr_Nrl_Pct,Bene_Prmry_Dx_Dbts_Pct,Bene_Prmry_Dx_Skn_Pct,Bene_Prmry_Dx_Aftrcre_Pct,Nrsng_Visits_Cnt,PT_Visits_Cnt,OT_Visits_Cnt,SLP_Visits_Cnt,MSW_Visits_Cnt,Aide_Visits_Cnt,Physn_Visits_Cnt,Tot_Nrsng_Mnts,Tot_PT_Mnts,Tot_OT_Mnts,Tot_SLP_Mnts,Tot_MSW_Mnts,Tot_Aide_Mnts,Nrsng_Mnts_Avg_7_Day_Prior_Death,MSW_Mnts_Avg_7_Day_Prior_Death,Aide_Mnts_Avg_7_Day_Prior_Death,Tot_Asmt_Cnt,Asmt_10_Mnts_RV_Thrshld_Pct,Asmt_10_Mnts_RU_Thrshld_Pct,Srvc_Site_Days_Home_Pct,Srvc_Site_Days_Astd_Lvg_Fac_Pct,Srvc_Site_Days_LTCF_Pct,Srvc_Site_Days_SNF_Pct,Srvc_Site_Days_IP_Pct,Srvc_Site_Days_IP_Hospc_Pct,Dschrg_Cmnty_Slfcr_Pct,Dschrg_IP_Pct,Dschrg_HH_Pct,Dschrg_SNF_Pct,Dschrg_IRF_Pct,Dschrg_Hospc_Pct,Dschrg_Death_Pct,Dschrg_Unk_Pct,Dschrg_Hospc_Lv_Pct,Hospc_RHC_Days_Pct,Tot_HH_LUPA_Epsds_Cnt,HHRG_Low_Thrpy_Erly_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Erly_Epsd_Day_Pct,HHRG_Low_Thrpy_Lte_Epsd_Day_Pct,HHRG_Mdm_Thrpy_Lte_Epsd_Day_Pct,HHRG_High_Thrpy_Epsd_Day_Pct,RUG_AAA_Days_Pct,RUG_Rehab_Days_Pct,RUG_Very_High_Rehab_Days_Pct,RUG_Ultra_High_Rehab_Days_Pct,RUG_Clncl_Cmplx_Days_Pct,RUG_Rdcd_Phys_Fnctng_Days_Pct,RUG_Spcl_High_Care_Days_Pct,RUG_Bhvrl_Smptm_Days_Pct,RUG_Extnsv_Srvc_Days_Pct,CMG_Strok_Days_Pct,CMG_Injury_Trma_Days_Pct,CMG_Ortho_Days_Pct,CMG_Arthrts_Days_Pct,CMG_Crdvsclr_Plmnry_Days_Pct,CMG_Nrlgcl_Days_Pct,CMG_Othr_Days_Pct
STATE,CA,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,119803,128955,8694477,0.22,0.46,0.36,0.13,2873603442,1390001139,1701620511,NA,NA,NA,0.46,0.24,0.07,84,0.41,0.59,0.74,0.05,0.06,0.13,0,0.01,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.06,0.01,0.22,0.08,0.08,0,0.1,0.01,0,0,0.05,0,0,0,2483353,NA,NA,NA,438824,2231293,96719,198816885,NA,NA,NA,23679315,146739465,104.2,6.6,20,NA,NA,NA,0.63,0.24,0.06,0.06,0,0,NA,NA,NA,NA,NA,NA,0.65,NA,0.14,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CA,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,17513,18837,234678,0.15,0.95,NA,NA,1435638768,365915240.5,462199582.7,35436538.18,466229805.7,1659000,0,0.34,0.08,76,0.44,0.56,0.65,0.07,0.1,0.15,0,0.02,2,6.4,0.25,0.25,0.14,0.15,0.44,0.48,0.28,0.4,0.48,0.74,0.92,0.57,0.21,0.63,0.07,0.36,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18101,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.08,0.5,0.12,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.23,0.24,0.01,0.05,0.09,0.12
STATE,CA,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,10193,12064,322113,0.06,0.64,0.09,NA,2272061238,474051458.6,563917975.1,51874360.4,600432263.1,35410992,0.01,0.67,0.04,73,0.52,0.48,0.47,0.15,0.11,0.25,0,0.02,4.2,7.9,0.28,0.51,0.19,0.13,0.75,0.79,0.65,0.48,0.69,0.6,0.94,0.74,0.14,0.48,0.27,0.25,0,0.03,0.23,0,0,0.02,0.01,0.02,0.39,0.02,0.08,0.01,0.02,0.04,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.04,0.13,0.45,0.02,0.02,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CA,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,135676,194318,5318979,0.13,0.55,0.2,NA,4156590824,2305506170,2870918668,NA,3341383975,470465307,0,0.46,0.09,78,0.42,0.58,0.67,0.08,0.08,0.15,0,0.01,2.4,6.5,0.24,0.44,0.14,0.15,0.49,0.55,0.35,0.45,0.47,0.63,0.9,0.58,0.2,0.54,0.18,0.18,0.01,0.02,0.01,0,0.03,0.02,0.01,0.03,0.11,0.07,0.07,0.02,0.01,0.01,0.57,NA,NA,NA,NA,NA,NA,NA,NA,73170371,64258936,11785294,NA,NA,NA,NA,NA,244392,0.59,0.79,NA,NA,NA,NA,NA,NA,0.37,0.19,0.05,NA,NA,0,0.03,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.21,0.64,0.02,0.01,0.04,0,0.01,NA,NA,NA,NA,NA,NA,NA
STATE,CO,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,33987,52459,1998495,0.05,0.42,0.22,0.05,156993984.7,159145248.6,155546087.3,3566654.05,NA,NA,0.05,0.19,0.18,78,0.37,0.63,0.85,0.03,0.01,0.09,0,0.01,1.8,5.1,0.19,0.3,0.12,0.13,0.33,0.41,0.28,0.39,0.32,0.51,0.8,0.41,0.17,0.56,0.08,0.1,0.02,0.03,0,0.01,0.03,0.03,0.02,0.05,0.05,0.07,0.11,0.05,0.04,0.03,0.42,377886,307786,114272,20454,8825,115467,NA,16517355,15237855,5734320,1046745,539400,7294710,NA,NA,NA,NA,NA,NA,0.89,0.11,NA,NA,NA,NA,0.57,0.04,NA,NA,NA,0.01,0.01,0.02,NA,NA,5233,0.53,0.15,0.18,0.02,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CO,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,18376,19434,1187524,0.26,0.49,0.32,0.11,366719188.4,196644769.2,198603259.8,NA,NA,NA,0.4,0.22,0.13,82,0.42,0.58,0.87,0.03,0.01,0.08,0,0.01,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.09,0.02,0.17,0.08,0.1,0,0.06,0.03,0,0.01,0.05,0,0,0,294102,NA,NA,NA,79778,352081,17739,17945220,NA,NA,NA,3810900,20796675,48.4,7.2,18.6,NA,NA,NA,0.52,0.21,0.16,0.08,0,0.02,NA,NA,NA,NA,NA,NA,0.7,NA,0.11,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CO,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,3854,4194,53819,0.18,0.95,NA,NA,193481645.9,74792444.59,75891039.25,5380677.65,77585815.25,749528,0.05,0.16,0.19,74,0.47,0.53,0.86,0.04,0.01,0.08,0,0.01,1.7,5.5,0.2,0.22,0.13,0.14,0.29,0.4,0.26,0.45,0.33,0.63,0.85,0.43,0.18,0.6,0.1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3976,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.07,0.5,0.13,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.2,0.28,0.01,0.03,0.09,0.17
STATE,CO,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,1164,1297,36135,0.08,0.63,0.08,NA,192988240.4,55697331.07,56477733.42,9882698.5,60263029.42,3623760,0.02,0.36,0.18,67,0.56,0.44,0.79,0.05,0.01,0.13,0,0.01,3.3,6.2,0.26,0.25,0.16,0.12,0.52,0.68,0.45,0.52,0.52,0.53,0.84,0.54,0.11,0.46,0.13,0.15,0.01,0.01,0.32,0,0.02,0.01,0.02,0.02,0.08,0.05,0.16,0.04,0.04,0.08,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.07,0.18,0.38,0.08,0.03,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CO,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,19956,26515,658180,0.1,0.6,0.13,NA,456927368.2,285157891.7,277237535.7,NA,327632675.7,50395140,0.05,0.24,0.19,79,0.39,0.61,0.87,0.03,0.01,0.07,0,0.01,2,5.8,0.23,0.4,0.12,0.15,0.4,0.5,0.34,0.46,0.34,0.55,0.85,0.46,0.22,0.58,0.12,0.13,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0.04,0.03,0.04,0.02,0,0,0.78,NA,NA,NA,NA,NA,NA,NA,NA,8313627,7711178,2282296,NA,NA,NA,NA,NA,29643,0.38,0.53,NA,NA,NA,NA,NA,NA,0.4,0.14,0.11,NA,NA,0.01,0.03,0.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.25,0.6,0.02,0.01,0.03,0,0,NA,NA,NA,NA,NA,NA,NA
STATE,CT,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,49064,81071,3318940,0.05,0.35,0.28,0.06,213652461.3,223283816.9,251884678.6,4840263.74,NA,NA,0,0.18,0.05,80,0.38,0.62,0.87,0.07,0.01,0.05,0,0.01,2.1,5.6,0.26,0.31,0.13,0.17,0.41,0.42,0.28,0.38,0.38,0.64,0.87,0.51,0.15,0.51,0.08,0.11,0.04,0.04,0,0.02,0.03,0.06,0.03,0.07,0.08,0.07,0.11,0.06,0.03,0.03,0.26,682160,378614,125128,16259,21127,336752,NA,29487105,18740130,6168675,817200,1256145,26556240,NA,NA,NA,NA,NA,NA,0.93,0.07,NA,NA,NA,NA,0.54,0.02,NA,NA,NA,0.01,0.01,0.03,NA,NA,8324,0.64,0.07,0.21,0.01,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CT,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,13794,14378,670237,0.35,0.59,0.24,0.07,251905890.5,121782224.3,137862912.9,NA,NA,NA,0.19,0.31,0.03,84,0.39,0.61,0.9,0.05,0.01,0.03,0,0.01,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.05,0.03,0.2,0.08,0.09,0.01,0.06,0.03,0,0,0.06,0,0,0,202215,NA,NA,NA,40022,262716,14233,15329220,NA,NA,NA,2086710,21024330,82.4,7.4,24.4,NA,NA,NA,0.51,0.1,0.14,0.2,0.02,0.02,NA,NA,NA,NA,NA,NA,0.77,NA,0.08,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CT,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,1295,1378,19032,0.12,0.93,NA,NA,80016169.64,26060504.84,30913451.05,1880179.08,31212027.05,194128,NA,0.12,0.02,77,0.49,0.51,0.85,0.08,0.01,0.04,0,0.02,1.8,5.9,0.26,0.2,0.12,0.18,0.36,0.37,0.21,0.42,0.37,0.75,0.9,0.5,0.17,0.55,0.07,0.46,0.01,0,0,0,0.1,0,0,0.01,0,0.02,0.04,0.02,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.08,0.52,0.23,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.17,0.2,0.01,0.04,0.07,0.11
STATE,CT,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,739,812,21528,0.05,0.65,0.07,NA,87374684.65,26365040.46,29580381.24,1931203.45,31823525.24,2195080,0,0.23,0.05,71,0.51,0.49,0.83,0.08,0.01,0.06,0,0.02,2.6,6.8,0.38,0.21,0.19,0.17,0.6,0.57,0.53,0.56,0.47,0.72,0.89,0.61,0.14,0.4,0.09,0.28,0.01,0.02,0.39,0,0.17,0.04,0.01,0.02,0.04,0.03,0.12,0.03,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,0.33,0.37,0,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,CT,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,32640,45841,1120395,0.1,0.58,0.14,NA,821029858.9,457537912.9,519694628.6,NA,608586718.1,88892089.58,0,0.27,0.05,80,0.39,0.61,0.89,0.06,0.01,0.03,0,0.01,2.2,6.4,0.31,0.43,0.13,0.18,0.49,0.51,0.33,0.47,0.4,0.67,0.9,0.56,0.17,0.54,0.13,0.16,0.03,0.03,0.01,0.02,0.04,0.04,0.01,0.07,0.13,0.13,0.11,0.03,0.01,0,0.26,NA,NA,NA,NA,NA,NA,NA,NA,13365847,12762680,2114101,NA,NA,NA,NA,NA,51308,0.46,0.61,NA,NA,NA,NA,NA,NA,0.41,0.16,0.07,NA,NA,0,0.03,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14,0.27,0.49,0.03,0.01,0.05,0,0,NA,NA,NA,NA,NA,NA,NA
STATE,DC,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,4947,6982,265258,0.06,0.36,0.16,0.03,20803020.99,19371840.56,19818199.91,132875.27,NA,NA,0.08,0.4,0,76,0.36,0.64,0.16,0.8,0.01,0.03,0,0.01,2.3,5.5,0.12,0.36,0.14,0.16,0.43,0.49,0.21,0.25,0.52,0.58,0.91,0.48,0.1,0.5,0.06,0.16,0.03,0.02,0,0.01,0.06,0.07,0.05,0.07,0.04,0.07,0.07,0.04,0.07,0.04,0.36,54483,40288,7253,876,415,8693,NA,2659560,2019060,359010,42930,23445,766050,NA,NA,NA,NA,NA,NA,0.99,0.01,NA,NA,NA,NA,0.66,0.04,NA,NA,NA,0,0,0.03,NA,NA,841,0.59,0.1,0.13,0.01,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,DC,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,1378,1558,101561,0.21,0.46,0.35,0.13,36024066.91,16591444.77,17470016.95,NA,NA,NA,0.12,0.34,0.01,83,0.4,0.6,0.33,0.63,0.01,0.02,0,0.01,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.05,0.02,0.18,0.08,0.08,0,0.05,0.02,0,0,0.07,0,0,0,26098,NA,NA,NA,8739,26494,1091,1955685,NA,NA,NA,364860,2198700,81,6.5,19.2,NA,NA,NA,0.59,0.13,0.21,0.04,0,0.02,NA,NA,NA,NA,NA,NA,0.59,NA,0.16,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,DC,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,986,1071,14097,0.13,0.93,NA,NA,38995882.09,18144127.71,21504236.16,442231.05,21917228.16,306144,0.05,0.21,0.02,71,0.5,0.5,0.33,0.62,0.01,0.02,0,0.02,1.8,5.8,0.2,0.16,0.14,0.16,0.42,0.5,0.19,0.29,0.53,0.76,0.93,0.56,0.08,0.42,0.06,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.12,0.63,0.19,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.22,0.15,0,0.1,0.04,0.12
STATE,DC,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,442,478,13023,0.08,0.55,0.05,NA,52392854.51,21580793.13,22341286.65,577498.51,23721654.65,1339056,0.03,0.55,0.01,68,0.53,0.47,0.22,0.71,0.03,0.02,0,0.01,4.1,6.8,0.21,0.38,0.19,0.15,0.71,0.79,0.43,0.35,0.73,0.53,0.9,0.64,0.05,0.33,0.11,0.34,0.02,0,0.44,0,0,0.01,0,0.04,0.22,0.1,0.04,0.01,0.01,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.13,0.13,0.47,0.01,0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,DC,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,3008,3690,96360,0.1,0.55,0.13,NA,84761438.24,38927207.05,39689616.17,NA,47362300.17,7672684,0,0.41,0.01,78,0.38,0.62,0.31,0.65,0.01,0.02,0,0.01,2.1,6,0.18,0.47,0.13,0.18,0.45,0.52,0.22,0.33,0.47,0.62,0.91,0.51,0.13,0.57,0.09,0.22,0.02,0.01,0.01,0.02,0.06,0.02,0.02,0.05,0.05,0.29,0.08,0.04,0.01,0.01,0.15,NA,NA,NA,NA,NA,NA,NA,NA,1107483,953467,387921,NA,NA,NA,NA,NA,4342,0.44,0.7,NA,NA,NA,NA,NA,NA,0.37,0.16,0.13,NA,NA,0,0.02,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16,0.32,0.43,0.02,0.01,0.05,0,0.01,NA,NA,NA,NA,NA,NA,NA
STATE,DE,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,13737,20414,735891,0.06,0.48,0.21,0.04,54746803.6,55867274.71,56880056.13,488550.37,NA,NA,0,0.12,0.23,76,0.41,0.59,0.79,0.17,0.01,0.02,0,0.01,2.1,5.9,0.24,0.29,0.12,0.16,0.39,0.45,0.3,0.36,0.46,0.75,0.9,0.57,0.13,0.54,0.07,0.16,0.03,0.04,0,0.01,0.04,0.06,0.02,0.07,0.07,0.05,0.1,0.04,0.05,0.03,0.33,147627,98331,22031,7127,3708,35961,NA,7654005,4845105,1079175,388815,213210,3116385,NA,NA,NA,NA,NA,NA,0.93,0.07,NA,NA,NA,NA,0.63,0.02,NA,NA,NA,0.01,0.01,0.02,NA,NA,2177,0.7,0.06,0.16,0.01,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,DE,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,5033,5325,328519,0.29,0.5,0.33,0.11,115519415.3,57288482.24,59562850.9,NA,NA,NA,0.09,0.17,0.21,81,0.44,0.56,0.84,0.13,0.01,0.02,0,0.01,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.08,0.03,0.14,0.09,0.09,0,0.1,0.03,0,0,0.05,0,0,0,85631,NA,NA,NA,17961,133087,8161,7986015,NA,NA,NA,1204035,11445285,96,6.7,40.8,NA,NA,NA,0.68,0.08,0.17,0.03,0.01,0.03,NA,NA,NA,NA,NA,NA,0.69,NA,0.11,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,DE,IRF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,1067,1148,14066,0.12,0.95,NA,NA,36885857.08,19003439.07,21704146.93,366708.53,21951962.93,120328,NA,0.09,0.27,76,0.46,0.54,0.82,0.15,0.01,0.01,0,0.01,2,6.6,0.3,0.28,0.11,0.17,0.38,0.47,0.33,0.42,0.49,0.84,0.95,0.59,0.17,0.59,0.08,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.07,0.31,0.21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.15,0.29,0,0.05,0.05,0.17
STATE,DE,LTC,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,219,230,7407,0.03,0.47,0.09,NA,38632044.54,10396113.94,10804789.73,855017.72,11910365.73,1099528,NA,0.26,0.12,68,0.5,0.5,0.66,0.27,0,0.05,0,0.02,3.6,7.6,0.36,0.32,0.19,0.16,0.7,0.8,0.6,0.51,0.67,0.76,0.93,0.73,0.12,0.43,0.09,0.21,0,0,0.48,0,0,0.01,0,0.03,0.07,0.08,0.12,0,0.05,0.07,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.03,0.13,0.53,0,0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,DE,SNF,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,7604,10498,274381,0.1,0.53,0.16,NA,178700266.3,114910054.9,116246783.6,NA,138941550.5,22694766.9,0,0.2,0.23,79,0.38,0.62,0.82,0.15,0.01,0.01,0,0.01,2.3,6.8,0.3,0.52,0.11,0.17,0.49,0.56,0.34,0.47,0.48,0.77,0.94,0.64,0.18,0.55,0.12,0.22,0.02,0.02,0.01,0.01,0.05,0.03,0.01,0.05,0.12,0.29,0.1,0.11,0.01,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,3570923,3394474,767375,NA,NA,NA,NA,NA,12439,0.5,0.63,NA,NA,NA,NA,NA,NA,0.41,0.18,0.08,NA,NA,0,0.02,0.08,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.21,0.62,0.02,0.02,0.03,0,0,NA,NA,NA,NA,NA,NA,NA
STATE,FL,HH,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,347543,661249,28114282,0.06,0.35,0.34,0.08,2050247036,2228287724,2066374756,75571314.33,NA,NA,0,0.22,0.05,78,0.4,0.6,0.74,0.08,0.01,0.16,0,0.01,2,6,0.21,0.35,0.12,0.15,0.37,0.41,0.33,0.42,0.45,0.7,0.9,0.61,0.16,0.63,0.1,0.12,0.02,0.03,0,0.02,0.03,0.04,0.04,0.06,0.06,0.16,0.11,0.06,0.06,0.03,0.28,6833015,4544362,1016153,180710,66996,1095061,NA,272294805,193365150,46736640,8723250,3739530,51711960,NA,NA,NA,NA,NA,NA,0.84,0.16,NA,NA,NA,NA,0.49,0.04,NA,NA,NA,0.01,0,0.02,NA,NA,42147,0.42,0.2,0.22,0.04,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STATE,FL,HOS,STATE,STATE TOTAL,STATE TOTAL,STATE TOTAL,114484,121252,7884343,0.31,0.52,0.32,0.13,2884690157,1508040223,1444721343,NA,NA,NA,0.3,0.24,0.04,82,0.43,0.57,0.8,0.07,0.01,0.11,0,0.01,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.08,0.02,0.18,0.09,0.07,0,0.11,0.02,0,0,0.07,0,0,0,2358583,NA,NA,NA,430233,2636182,381150,309027420,NA,NA,NA,24069435,202837605,194.4,5.7,33.9,NA,NA,NA,0.52,0.23,0.19,0.01,0.01,0.04,NA,NA,NA,NA,NA,NA,0.69,NA,0.1,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
